NS1_ASFIS,NS1_Name,NS1_Scientific name,ASFIS_2022_Ref,JG Notes,ASFIS_2022 match,Catch_quantities_2021,Issue
FCP,Common carp,Cyprinus carpio,FCP,Exsiting species in NS1 questionnaire,Match,11918.673,FALSE
FCG,Grass carp(=White amur),Ctenopharyngodon idellus,#N/A,Exsiting species in NS1 questionnaire,No match/missing,584.949,FALSE
YCA,Beardless barb,Cyclocheilichthys apogon,YCA,Exsiting species in NS1 questionnaire,Match,484.034,FALSE
YCQ,Cyclocheilichthys armatus,Cyclocheilichthys armatus,YCQ,Exsiting species in NS1 questionnaire,Match,0,FALSE
HML,Hampala barb,Hampala macrolepidota,HML,Exsiting species in NS1 questionnaire,Match,3120.574,FALSE
LZF,Signal barb,Labiobarbus festivus,LZF,Exsiting species in NS1 questionnaire,Match,1319.244,FALSE
FCN,Nilem carp,Osteochilus hasselti,FCN,Exsiting species in NS1 questionnaire,Match,12820.174,FALSE
RSZ,Silver rasbora,Rasbora argyrotaenia,RSZ,Exsiting species in NS1 questionnaire,Match,11773.446,FALSE
TWY,Thynnichthys vaillanti,Thynnichthys vaillanti,TWY,Exsiting species in NS1 questionnaire,Match,3169.487,FALSE
TZD,Semah mahseer,Tor douronensis,TZD,Exsiting species in NS1 questionnaire,Match,1541.858,FALSE
BBR,Barbodes balleroides,Barbodes balleroides,BBR,Exsiting species in NS1 questionnaire,Match,1163.617,FALSE
FCH,Hoven's carp,Leptobarbus hoeveni,FCH,Exsiting species in NS1 questionnaire,Match,5252.241,FALSE
PUI,Spotted barb,Puntius binotatus,PUI,Exsiting species in NS1 questionnaire,Match,4825.526,FALSE
MCO,Long pectoral-fin minnow,Macrochirichthys macrochirus,MCO,Exsiting species in NS1 questionnaire,Match,37.053,FALSE
MZP,Mystacoleucus padangensis,Mystacoleucus padangensis,MZP,Exsiting species in NS1 questionnaire,Match,1114.735,FALSE
WPU,Puntioplites waandersi,Puntioplites waandersi,WPU,Exsiting species in NS1 questionnaire,Match,486.848,FALSE
PTG,Silver barb,Barbonymus gonionotus,PTG,Exsiting species in NS1 questionnaire,Match,17605.935,FALSE
BFS,Tinfoil barb,Barbonymus schwanenfeldii,BFS,Exsiting species in NS1 questionnaire,Match,6004.878,FALSE
FCY,Cyprinids nei,Cyprinidae,FCY,Exsiting species in NS1 questionnaire,Match,819.637,FALSE
BMW,Clown loach,Chromobotia macracanthus,BMW,Exsiting species in NS1 questionnaire,Match,10.601,FALSE
TLM,Mozambique tilapia,Oreochromis mossambicus,TLM,Exsiting species in NS1 questionnaire,Match,17699.771,FALSE
TLN,Nile tilapia,Oreochromis niloticus,TLN,Exsiting species in NS1 questionnaire,Match,49680.046,FALSE
OHB,Asian bonytongue,Scleropages formosus,OHB,Exsiting species in NS1 questionnaire,Match,0,FALSE
NCG,Giant featherback,Chitala lopis,NCG,Exsiting species in NS1 questionnaire,Match,3419.674,FALSE
CAG,Glass catfishes,Kryptopterus spp,CAG,Exsiting species in NS1 questionnaire,Match,19056.066,FALSE
OKB,Butter catfish,Ompok bimaculatus,OKB,Exsiting species in NS1 questionnaire,Match,8643.124,FALSE
MYN,Asian redtail catfish,Hemibagrus nemurus,MYN,Exsiting species in NS1 questionnaire,Match,22503.043,FALSE
BMZ,Mystus nigriceps,Mystus nigriceps,BMZ,Exsiting species in NS1 questionnaire,Match,5271.767,FALSE
CTO,Torpedo-shaped catfishes nei,Clarias spp,CTO,Exsiting species in NS1 questionnaire,Match,26266.733,FALSE
PQZ,Pangasius djambal,Pangasius djambal,PQZ,Exsiting species in NS1 questionnaire,Match,23214.961,FALSE
FSI,Freshwater siluroids nei,Siluroidei,FSI,Exsiting species in NS1 questionnaire,Match,0,FALSE
MWY,Fire eel,Mastacembelus erythrotaenia,MWY,Exsiting species in NS1 questionnaire,Match,583.319,FALSE
TXM,Smallscale archerfish,Toxotes microlepis,TXM,Exsiting species in NS1 questionnaire,Match,5.051,FALSE
RIS,Malayan leaffish,Pristolepis fasciata,RIS,Exsiting species in NS1 questionnaire,Match,457.425,FALSE
FGB,"Gudgeons, sleepers nei",Eleotridae,FGB,Exsiting species in NS1 questionnaire,Match,0,FALSE
FPC,Climbing perch,Anabas testudineus,FPC,Exsiting species in NS1 questionnaire,Match,26540.64,FALSE
FGG,Giant gourami,Osphronemus goramy,FGG,Exsiting species in NS1 questionnaire,Match,3731.564,FALSE
FGS,Snakeskin gourami,Trichogaster pectoralis,#N/A,Exsiting species in NS1 questionnaire,No match/missing,25161.522,FALSE
TGH,Three spot gourami,Trichogaster trichopterus,TGH,Exsiting species in NS1 questionnaire,Match,15492.75,FALSE
FGO,Kissing gourami,Helostoma temminckii,FGO,Exsiting species in NS1 questionnaire,Match,17734.692,FALSE
FSS,Striped snakehead,Channa striata,FSS,Exsiting species in NS1 questionnaire,Match,44768.868,FALSE
FIS,Indonesian snakehead,Channa micropeltes,FIS,Exsiting species in NS1 questionnaire,Match,15058.502,FALSE
FRF,Freshwater fishes nei,Osteichthyes,#N/A,Exsiting species in NS1 questionnaire,No match/missing,0,FALSE
ELX,River eels nei,Anguilla spp,ELX,Exsiting species in NS1 questionnaire,Match,3552.712,FALSE
CHG,Chacunda gizzard shad,Anodontostoma chacunda,CHG,Exsiting species in NS1 questionnaire,Match,2906.905704,FALSE
CHG,Chacunda gizzard shad,Anodontostoma chacunda,CHG,Exsiting species in NS1 questionnaire,Match,22905.422,FALSE
TOL,Toli shad,Tenualosa toli,TOL,Exsiting species in NS1 questionnaire,Match,162.73,FALSE
TOL,Toli shad,Tenualosa toli,TOL,Exsiting species in NS1 questionnaire,Match,340.392,FALSE
GIP,Barramundi(=Giant seaperch),Lates calcarifer,GIP,Exsiting species in NS1 questionnaire,Match,4225.49,FALSE
GIP,Barramundi(=Giant seaperch),Lates calcarifer,GIP,Exsiting species in NS1 questionnaire,Match,32160.8217,FALSE
HAI,Indian halibut,Psettodes erumei,HAI,Exsiting species in NS1 questionnaire,Match,3240.535,FALSE
HAI,Indian halibut,Psettodes erumei,HAI,Exsiting species in NS1 questionnaire,Match,13089.961,FALSE
FLX,Flatfishes nei,Pleuronectiformes,FLX,Exsiting species in NS1 questionnaire,Match,739.267,FALSE
FLX,Flatfishes nei,Pleuronectiformes,FLX,Exsiting species in NS1 questionnaire,Match,0,FALSE
BUC,Bombay-duck,Harpadon nehereus,BUC,Exsiting species in NS1 questionnaire,Match,1635.285,FALSE
BUC,Bombay-duck,Harpadon nehereus,BUC,Exsiting species in NS1 questionnaire,Match,8208.243,FALSE
LIG,Greater lizardfish,Saurida tumbil,LIG,Exsiting species in NS1 questionnaire,Match,222.912,FALSE
LIG,Greater lizardfish,Saurida tumbil,LIG,Exsiting species in NS1 questionnaire,Match,5700.744,FALSE
CAX,Sea catfishes nei,Ariidae,CAX,Exsiting species in NS1 questionnaire,Match,13731.80064,FALSE
CAX,Sea catfishes nei,Ariidae,CAX,Exsiting species in NS1 questionnaire,Match,84995.4778,FALSE
MUL,Mullets nei,Mugilidae,MUL,Exsiting species in NS1 questionnaire,Match,14906.13996,FALSE
MUL,Mullets nei,Mugilidae,MUL,Exsiting species in NS1 questionnaire,Match,64346.8429,FALSE
CJX,Fusiliers nei,Caesionidae,CJX,Exsiting species in NS1 questionnaire,Match,2190.600256,FALSE
CJX,Fusiliers nei,Caesionidae,CJX,Exsiting species in NS1 questionnaire,Match,27974.23731,FALSE
EER,Honeycomb grouper,Epinephelus merra,EER,Exsiting species in NS1 questionnaire,Match,103.408,FALSE
EER,Honeycomb grouper,Epinephelus merra,EER,Exsiting species in NS1 questionnaire,Match,1281.916,FALSE
EPT,Greasy grouper,Epinephelus tauvina,EPT,Exsiting species in NS1 questionnaire,Match,198.603,FALSE
EPT,Greasy grouper,Epinephelus tauvina,EPT,Exsiting species in NS1 questionnaire,Match,1073.514947,FALSE
CVK,Chocolate hind,Cephalopholis boenak,CVK,Exsiting species in NS1 questionnaire,Match,9065.903471,FALSE
CVK,Chocolate hind,Cephalopholis boenak,CVK,Exsiting species in NS1 questionnaire,Match,6274.32,FALSE
MPV,Humpback grouper,Cromileptes altivelis,MPV,Exsiting species in NS1 questionnaire,Match,5104.180042,FALSE
MPV,Humpback grouper,Cromileptes altivelis,MPV,Exsiting species in NS1 questionnaire,Match,2578.429532,FALSE
EMO,Leopard coralgrouper,Plectropomus leopardus,EMO,Exsiting species in NS1 questionnaire,Match,592.48,FALSE
EMO,Leopard coralgrouper,Plectropomus leopardus,EMO,Exsiting species in NS1 questionnaire,Match,10862.04741,FALSE
THO,Terapon perches nei,Terapon spp,THO,Exsiting species in NS1 questionnaire,Match,622.378,FALSE
THO,Terapon perches nei,Terapon spp,THO,Exsiting species in NS1 questionnaire,Match,2330.282,FALSE
BIR,Red bigeye,Priacanthus macracanthus,BIR,Exsiting species in NS1 questionnaire,Match,50.46,FALSE
BIR,Red bigeye,Priacanthus macracanthus,BIR,Exsiting species in NS1 questionnaire,Match,658.7766909,FALSE
BIG,Bigeyes nei,Priacanthus spp,BIG,Exsiting species in NS1 questionnaire,Match,1235.39,FALSE
BIG,Bigeyes nei,Priacanthus spp,BIG,Exsiting species in NS1 questionnaire,Match,32621.11535,FALSE
ILS,Silver sillago,Sillago sihama,ILS,Exsiting species in NS1 questionnaire,Match,739.7113363,FALSE
ILS,Silver sillago,Sillago sihama,ILS,Exsiting species in NS1 questionnaire,Match,584.62,FALSE
SNA,Snappers nei,Lutjanus spp,SNA,Exsiting species in NS1 questionnaire,Match,28654.82823,FALSE
SNA,Snappers nei,Lutjanus spp,SNA,Exsiting species in NS1 questionnaire,Match,194902.7292,FALSE
LWX,Jobfishes nei,Pristipomoides spp,LWX,Exsiting species in NS1 questionnaire,Match,1309.26102,FALSE
LWX,Jobfishes nei,Pristipomoides spp,LWX,Exsiting species in NS1 questionnaire,Match,2388.00014,FALSE
THB,Threadfin breams nei,Nemipterus spp,THB,Exsiting species in NS1 questionnaire,Match,8144.257386,FALSE
THB,Threadfin breams nei,Nemipterus spp,THB,Exsiting species in NS1 questionnaire,Match,49157.45787,FALSE
PON,Ponyfishes(=Slipmouths) nei,Leiognathidae,PON,Exsiting species in NS1 questionnaire,Match,14212.27083,FALSE
PON,Ponyfishes(=Slipmouths) nei,Leiognathidae,PON,Exsiting species in NS1 questionnaire,Match,61612.42834,FALSE
PBX,"Sweetlips, rubberlips nei",Plectorhinchus spp,PBX,Exsiting species in NS1 questionnaire,Match,5927.680085,FALSE
PBX,"Sweetlips, rubberlips nei",Plectorhinchus spp,PBX,Exsiting species in NS1 questionnaire,Match,30894.37549,FALSE
GRX,"Grunts, sweetlips nei",Haemulidae (=Pomadasyidae),GRX,Exsiting species in NS1 questionnaire,Match,4269.369835,FALSE
GRX,"Grunts, sweetlips nei",Haemulidae (=Pomadasyidae),GRX,Exsiting species in NS1 questionnaire,Match,11639.16306,FALSE
CDX,"Croakers, drums nei",Sciaenidae,CDX,Exsiting species in NS1 questionnaire,Match,0,FALSE
CDX,"Croakers, drums nei",Sciaenidae,CDX,Exsiting species in NS1 questionnaire,Match,0,FALSE
EMP,Emperors(=Scavengers) nei,Lethrinidae,EMP,Exsiting species in NS1 questionnaire,Match,2510.084886,FALSE
EMP,Emperors(=Scavengers) nei,Lethrinidae,EMP,Exsiting species in NS1 questionnaire,Match,69810.82702,FALSE
GOX,Goatfishes,Upeneus spp,GOX,Exsiting species in NS1 questionnaire,Match,3900.128,FALSE
GOX,Goatfishes,Upeneus spp,GOX,Exsiting species in NS1 questionnaire,Match,41280.38526,FALSE
HVM,Humphead wrasse,Cheilinus undulatus,HVM,Exsiting species in NS1 questionnaire,Match,0,FALSE
HVM,Humphead wrasse,Cheilinus undulatus,HVM,Exsiting species in NS1 questionnaire,Match,204.7603024,FALSE
FOT,Fourfinger threadfin,Eleutheronema tetradactylum,FOT,Exsiting species in NS1 questionnaire,Match,8944.898094,FALSE
FOT,Fourfinger threadfin,Eleutheronema tetradactylum,FOT,Exsiting species in NS1 questionnaire,Match,40584.7519,FALSE
THF,"Threadfins, tasselfishes nei",Polynemidae,THF,Exsiting species in NS1 questionnaire,Match,0,FALSE
THF,"Threadfins, tasselfishes nei",Polynemidae,THF,Exsiting species in NS1 questionnaire,Match,0,FALSE
SPI,Spinefeet(=Rabbitfishes) nei,Siganus spp,SPI,Exsiting species in NS1 questionnaire,Match,7197.319654,FALSE
SPI,Spinefeet(=Rabbitfishes) nei,Siganus spp,SPI,Exsiting species in NS1 questionnaire,Match,75099.54231,FALSE
CUT,"Hairtails, scabbardfishes nei",Trichiuridae,CUT,Exsiting species in NS1 questionnaire,Match,32531.20131,FALSE
CUT,"Hairtails, scabbardfishes nei",Trichiuridae,CUT,Exsiting species in NS1 questionnaire,Match,28258.19073,FALSE
AGS,Spotted sardinella,Amblygaster sirm,AGS,Exsiting species in NS1 questionnaire,Match,7216.625287,FALSE
AGS,Spotted sardinella,Amblygaster sirm,AGS,Exsiting species in NS1 questionnaire,Match,50770.70914,FALSE
SAG,Goldstripe sardinella,Sardinella gibbosa,SAG,Exsiting species in NS1 questionnaire,Match,28675.40835,FALSE
SAG,Goldstripe sardinella,Sardinella gibbosa,SAG,Exsiting species in NS1 questionnaire,Match,138680.3552,FALSE
SAM,Bali sardinella,Sardinella lemuru,SAM,Exsiting species in NS1 questionnaire,Match,56907.32017,FALSE
SAM,Bali sardinella,Sardinella lemuru,SAM,Exsiting species in NS1 questionnaire,Match,25768.75935,FALSE
RAS,Rainbow sardine,Dussumieria acuta,RAS,Exsiting species in NS1 questionnaire,Match,4912.815904,FALSE
RAS,Rainbow sardine,Dussumieria acuta,RAS,Exsiting species in NS1 questionnaire,Match,11470.462,FALSE
STO,Stolephorus anchovies nei,Stolephorus spp,STO,Exsiting species in NS1 questionnaire,Match,15862.05922,FALSE
STO,Stolephorus anchovies nei,Stolephorus spp,STO,Exsiting species in NS1 questionnaire,Match,51165.61018,FALSE
DOS,Wolf-herrings nei,Chirocentrus spp,DOS,Exsiting species in NS1 questionnaire,Match,4799.145999,FALSE
DOS,Wolf-herrings nei,Chirocentrus spp,DOS,Exsiting species in NS1 questionnaire,Match,12369.689,FALSE
CLU,Clupeoids nei,Clupeoidei,DCX,Exsiting species in NS1 questionnaire,No match/missing,0,FALSE
CLU,Clupeoids nei,Clupeoidei,DCX,Exsiting species in NS1 questionnaire,No match/missing,0,FALSE
BIP,Striped bonito,Sarda orientalis,BIP,Exsiting species in NS1 questionnaire,Match,898.517,FALSE
BIP,Striped bonito,Sarda orientalis,BIP,Exsiting species in NS1 questionnaire,Match,6.692,FALSE
WAH,Wahoo,Acanthocybium solandri,WAH,Exsiting species in NS1 questionnaire,Match,274.5338262,FALSE
DOT,Dogtooth tuna,Gymnosarda unicolor,DOT,Exsiting species in NS1 questionnaire,Match,172.907,FALSE
COM,Narrow-barred Spanish mackerel,Scomberomorus commerson,COM,Exsiting species in NS1 questionnaire,Match,27718.43385,FALSE
COM,Narrow-barred Spanish mackerel,Scomberomorus commerson,COM,Exsiting species in NS1 questionnaire,Match,147675.8966,FALSE
GUT,Indo-Pacific king mackerel,Scomberomorus guttatus,GUT,Exsiting species in NS1 questionnaire,Match,6906.011701,FALSE
GUT,Indo-Pacific king mackerel,Scomberomorus guttatus,GUT,Exsiting species in NS1 questionnaire,Match,19182.82606,FALSE
FRI,Frigate tuna,Auxis thazard,FRI,Exsiting species in NS1 questionnaire,Match,109319.4136,FALSE
BLT,Bullet tuna,Auxis rochei,BLT,Exsiting species in NS1 questionnaire,Match,6356.926829,FALSE
FRZ,Frigate and bullet tunas,"Auxis thazard, A. rochei",FRZ,Exsiting species in NS1 questionnaire,Match,93933.11124,FALSE
KAW,Kawakawa,Euthynnus affinis,KAW,Exsiting species in NS1 questionnaire,Match,31752.32046,FALSE
KAW,Kawakawa,Euthynnus affinis,KAW,Exsiting species in NS1 questionnaire,Match,101646.3186,FALSE
SKJ,Skipjack tuna,Katsuwonus pelamis,SKJ,Exsiting species in NS1 questionnaire,Match,129761.0822,FALSE
SKJ,Skipjack tuna,Katsuwonus pelamis,SKJ,Exsiting species in NS1 questionnaire,Match,302222.968,FALSE
LOT,Longtail tuna,Thunnus tonggol,LOT,Exsiting species in NS1 questionnaire,Match,32113.32695,FALSE
LOT,Longtail tuna,Thunnus tonggol,LOT,Exsiting species in NS1 questionnaire,Match,181680.0696,FALSE
ALB,Albacore,Thunnus alalunga,ALB,Exsiting species in NS1 questionnaire,Match,9569.965,FALSE
SBF,Southern bluefin tuna,Thunnus maccoyii,SBF,Exsiting species in NS1 questionnaire,Match,1122.7151,FALSE
YFT,Yellowfin tuna,Thunnus albacares,YFT,Exsiting species in NS1 questionnaire,Match,57118.61684,FALSE
YFT,Yellowfin tuna,Thunnus albacares,YFT,Exsiting species in NS1 questionnaire,Match,234746.7846,FALSE
BET,Bigeye tuna,Thunnus obesus,BET,Exsiting species in NS1 questionnaire,Match,14170.18041,FALSE
BET,Bigeye tuna,Thunnus obesus,BET,Exsiting species in NS1 questionnaire,Match,35368.29661,FALSE
SFA,Indo-Pacific sailfish,Istiophorus platypterus,SFA,Exsiting species in NS1 questionnaire,Match,5665.262,FALSE
SFA,Indo-Pacific sailfish,Istiophorus platypterus,SFA,Exsiting species in NS1 questionnaire,Match,11972.31826,FALSE
BUM,Blue marlin,Makaira nigricans,BUM,Exsiting species in NS1 questionnaire,Match,2462.106306,FALSE
BUM,Blue marlin,Makaira nigricans,BUM,Exsiting species in NS1 questionnaire,Match,2782.925585,FALSE
BLM,Black marlin,Makaira indica,#N/A,Exsiting species in NS1 questionnaire,No match/missing,4326.390681,FALSE
